local,preco,metragem,quartos,garagens,banheiros,bairro
"Rua Alferes Ângelo Sampaio, Champagnat",1396211.0,107.0,3.0,2.0,3.0,32
"Rua Walenty Golas, Ecoville",1250000.0,124.0,3.0,3.0,3.0,35
"Avenida Presidente Wenceslau Braz, Parolin",1060000.0,400.0,5.0,1.0,2.0,53
"Rua Guaratuba, Ahú",1612000.0,135.0,3.0,2.0,4.0,2
"Rua José Izidoro Biazetto, Ecoville",2882000.0,260.0,4.0,4.0,6.0,35
"Rua Rodolpho Senff, Jardim das Américas",850000.0,162.0,3.0,3.0,3.0,45
"Rua Alberto Potier, Boa Vista",738900.0,86.0,3.0,2.0,2.0,15
"Sitio Cercado, Curitiba",329000.0,70.0,3.0,1.0,2.0,70
"Rua Guaratuba, Ahú",1085000.0,111.0,3.0,2.0,1.0,2
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",4334998.0,289.0,4.0,4.0,5.0,35
"Rua Doutor Waldemiro Pereira, Capão Raso",367500.0,63.0,2.0,1.0,1.0,26
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",978000.0,93.0,3.0,2.0,2.0,35
"Avenida Iguaçu, Vila Izabel",4033850.0,264.0,3.0,5.0,4.0,77
"Rua Manoel Diniz, Santa Quitéria",420000.0,47.0,2.0,1.0,1.0,62
"Avenida da República, Portão",566318.0,64.0,3.0,1.0,2.0,56
"Avenida República Argentina, Água Verde",1267950.0,171.0,4.0,3.0,3.0,1
"Rua São Pedro, Cabral",990000.0,148.0,3.0,2.0,4.0,19
"Rua Rezala Simão, Campo Comprido",2899000.0,390.0,4.0,4.0,6.0,23
"Rua Amazonas, Água Verde",690000.0,75.0,2.0,1.0,2.0,1
"Rua Dias da Rocha Filho, Alto da Rua XV",879016.0,119.0,2.0,1.0,1.0,6
"Rua Professora Sílvia Gonçalves Cordeiro Ribas, Santa Felicidade",1800000.0,286.0,4.0,4.0,4.0,61
"Avenida Marechal Mascarenhas de Moraes, Atuba",275000.0,50.0,2.0,1.0,1.0,7
"Cabral, Curitiba",847750.0,81.0,3.0,2.0,2.0,19
"Bairro Alto, Curitiba",605000.0,146.0,3.0,2.0,2.0,10
"Rua Canadá, Bacacheri",1092593.0,106.0,3.0,2.0,2.0,9
"Cabral, Curitiba",868440.0,82.0,2.0,1.0,1.0,19
"Avenida Silva Jardim, Água Verde",2272290.0,150.0,3.0,3.0,5.0,1
"Cabral, Curitiba",813067.0,83.0,2.0,1.0,2.0,19
"Avenida Comendador Franco, Jardim das Américas",320000.0,55.0,2.0,1.0,1.0,45
"Mossunguê, Curitiba",1476401.0,132.0,3.0,3.0,1.0,50
"Rua Professor Assis Gonçalves, Água Verde",1290900.0,99.0,2.0,2.0,2.0,1
"Rua Hermenegildo de Lara, Abranches",1650000.0,390.0,4.0,3.0,8.0,0
"Rua Coronel Amazonas Marcondes, Bacacheri",1148000.0,124.0,3.0,2.0,4.0,9
"Tingui, Curitiba",489900.0,69.0,3.0,1.0,2.0,74
"Avenida da República, Portão",534100.0,67.0,3.0,1.0,2.0,56
"Rua Rosa Kaint Nadolny, Campo Comprido",1144408.0,87.0,3.0,2.0,2.0,23
"Batel, Curitiba",1077719.0,78.0,2.0,1.0,2.0,13
"Rua Maria Noemia dos Santos, Santa Cândida",340000.0,64.0,2.0,1.0,2.0,60
"Rua Salvador Ferrante, Boqueirão",753610.0,143.0,3.0,2.0,2.0,17
"Avenida Munhoz da Rocha, Cabral",4824612.0,235.0,3.0,4.0,5.0,19
"Rua Frederico Stadler Júnior, Capão da Imbuia",980000.0,335.0,4.0,3.0,4.0,25
"Bacacheri, Curitiba",980499.0,106.0,3.0,2.0,2.0,9
"Rua Santa Catarina, Água Verde",1100000.0,313.0,4.0,3.0,4.0,1
"Hauer, Curitiba",850000.0,200.0,4.0,5.0,3.0,41
"Rua Desembargador Motta, Batel",850000.0,105.0,3.0,2.0,2.0,13
"Rua Carolina Castelli, Novo Mundo",199000.0,45.0,2.0,1.0,1.0,51
"Rua Murilo do Amaral Ferreira, Água Verde",2970524.0,259.0,4.0,3.0,3.0,1
"Avenida Marechal Mascarenhas de Moraes, Atuba",240000.0,50.0,2.0,1.0,1.0,7
"Batel, Curitiba",2316700.0,151.0,3.0,2.0,5.0,13
"Rua Martim Afonso, Bigorrilho",1424300.0,142.0,3.0,2.0,4.0,14
"Rua Tenente Francisco Ferreira de Souza, Hauer",336000.0,51.0,2.0,1.0,1.0,41
"Rua Nicolau Latchoc, Campo Comprido",220000.0,48.0,3.0,1.0,1.0,23
"Rua Coronel Alfredo Ferreira da Costa, Jardim das Américas",689000.0,171.0,4.0,3.0,3.0,45
"Bairro Alto, Curitiba",570000.0,93.0,3.0,2.0,3.0,10
"Rua Júlia Wanderley, Bigorrilho",1680000.0,250.0,3.0,2.0,4.0,14
"Rua Doutor Raul Carneiro Filho, Água Verde",654199.0,64.0,2.0,2.0,2.0,1
"Rua Roberto Fritsch, Sitio Cercado",329000.0,65.0,3.0,2.0,2.0,70
"Rua Desembargador Otávio do Amaral, Batel",1124057.0,89.0,2.0,2.0,2.0,13
"Avenida Água Verde, Água Verde",1200000.0,149.0,3.0,1.0,2.0,1
"Rua Haroldo Euclydes Souza, Ecoville",1650000.0,185.0,4.0,3.0,5.0,35
"Avenida Presidente Affonso Camargo, Cristo Rei",788400.0,81.0,3.0,1.0,2.0,34
"Cajuru, Curitiba",950000.0,179.0,4.0,3.0,4.0,21
"Rua José Benedito Cottolengo, Campo Comprido",750000.0,146.0,3.0,1.0,3.0,23
"Rua Bruno Filgueira, Batel",2990000.0,328.0,3.0,3.0,5.0,13
"Rua Bruno Filgueira, Batel",1699000.0,188.0,4.0,3.0,4.0,13
"Rua Luiz Leopoldo Landal, Novo Mundo",459000.0,80.0,3.0,2.0,2.0,51
"Rua Theodoro Makiolka, Barreirinha",1300000.0,434.0,4.0,4.0,4.0,12
"Rua Antônio Freitas Barbosa, Capão Raso",323900.0,48.0,2.0,1.0,1.0,26
"Rua Veriano Pereira, Alto Boqueirão",430000.0,100.0,3.0,4.0,3.0,3
"Rua Pastor Carlos Frank, Boqueirão",580000.0,117.0,3.0,2.0,3.0,17
"Rua Wanda Wolf, Santa Felicidade",730000.0,161.0,3.0,2.0,3.0,61
"Rua Antônio Greca, São Lourenço",915000.0,240.0,3.0,4.0,4.0,67
"Santa Cândida, Curitiba",1150000.0,245.0,3.0,1.0,3.0,60
"Capão Raso, Curitiba",245000.0,54.0,3.0,1.0,1.0,26
"Rua Theodoro Bruno Breithaupt, Abranches",340295.0,56.0,2.0,1.0,2.0,0
"Bacacheri, Curitiba",690000.0,77.0,2.0,1.0,2.0,9
"Uberaba, Curitiba",590000.0,128.0,3.0,3.0,3.0,75
"Santa Cândida, Curitiba",277250.0,50.0,2.0,1.0,1.0,60
"Rua Salomão Guelmann, Novo Mundo",389400.0,66.0,2.0,1.0,2.0,51
"Rua Canadá, Bacacheri",934000.0,109.0,3.0,2.0,2.0,9
"Rua Maria Noemia dos Santos, Santa Cândida",235000.0,32.0,1.0,1.0,1.0,60
"Rua Paraguassu, Alto da Glória",1058400.0,110.0,3.0,3.0,3.0,4
"Rua Niterói, Cajuru",630000.0,180.0,3.0,2.0,2.0,21
"Rua Pedro Demeterco, Jardim das Américas",550000.0,167.0,3.0,2.0,3.0,45
"Travessa Lange, Água Verde",1499000.0,204.0,3.0,2.0,3.0,1
"Rua Everaldo Backheuser, Alto Boqueirão",499000.0,107.0,3.0,3.0,3.0,3
"Rua Rosa Kaint Nadolny, Campo Comprido",1079000.0,123.0,3.0,2.0,2.0,23
"Rua Baltazar Carrasco dos Reis, Rebouças",436000.0,55.0,2.0,1.0,1.0,58
"Rua Monsenhor Ivo Zanlorenzi, Campo Comprido",631075.0,69.0,2.0,1.0,2.0,23
"Água Verde, Curitiba",409391.0,53.0,2.0,1.0,1.0,1
"Rua Clara Vendramin, Mossunguê",911330.0,106.0,3.0,2.0,3.0,50
"Rua Teixeira Soares, Batel",1638000.0,122.0,3.0,2.0,4.0,13
"Rua Professor Raul Rodrigues Gomes, Alto Boqueirão",299000.0,66.0,2.0,1.0,2.0,3
"Rua Teixeira Soares, Seminário",1414900.0,128.0,3.0,2.0,4.0,69
"Rua Cícero Francisco dos Anjos, Alto Boqueirão",349900.0,70.0,2.0,1.0,2.0,3
"Boa Vista, Curitiba",900279.0,133.0,3.0,2.0,1.0,15
"Rua Antônio Parolin Júnior, Parolin",460000.0,83.0,3.0,1.0,2.0,53
"Vila Izabel, Curitiba",988000.0,97.0,3.0,2.0,1.0,77
"Rua José Bajerski, Abranches",1350000.0,442.0,4.0,4.0,3.0,0
"Rua Antônio Luiz Rodrigues Freitas, Campo Comprido",810000.0,209.0,3.0,4.0,2.0,23
"Rua Comendador Araújo, Centro Cívico",662500.0,57.0,1.0,1.0,1.0,28
"Campo de Santana, Curitiba",137800.0,44.0,2.0,1.0,1.0,24
"Rua dos Bem-te-vis, Bacacheri",806296.0,99.0,3.0,2.0,2.0,9
"Rua Coronel Amazonas Marcondes, Cabral",1150000.0,121.0,3.0,2.0,3.0,19
"Rua Ângelo Pianaro, Butiatuvinha",1350000.0,220.0,3.0,12.0,3.0,18
"Rua Desembargador Otávio do Amaral, Bigorrilho",699900.0,115.0,3.0,1.0,3.0,14
"Rua Vereador Antônio dos Reis Cavalheiro, Cabral",1790000.0,160.0,3.0,2.0,4.0,19
"Rua Casemiro Augusto Rodacki, Cidade Industrial",279900.0,38.0,1.0,1.0,2.0,33
"Rua Lothario Boutin, Pinheirinho",247000.0,65.0,3.0,1.0,1.0,55
"Avenida Prefeito Erasto Gaertner, Bacacheri",538000.0,129.0,3.0,1.0,3.0,9
"Rua Monsenhor Manoel Vicente, Água Verde",1463630.0,130.0,3.0,2.0,4.0,1
"Rua Manoel Eufrásio, Juvevê",1600000.0,144.0,3.0,3.0,4.0,46
"Rua Maria Clara, Alto da Glória",906500.0,75.0,2.0,1.0,2.0,4
"Rua Alferes Ângelo Sampaio, Batel",5053182.0,257.0,4.0,4.0,4.0,13
"Avenida João Gualberto, Alto da Glória",780000.0,34.0,3.0,2.0,3.0,4
"Rua Canadá, Bacacheri",1148000.0,110.0,3.0,3.0,3.0,9
"Rua João Angely, Jardim Social",2030000.0,326.0,3.0,3.0,3.0,44
"Praça Padre João Bagozzi, Vila Izabel",739516.0,78.0,2.0,2.0,3.0,77
"Rua Expedicionário Estanislau Wojcik, Alto Boqueirão",460000.0,112.0,3.0,2.0,3.0,3
"Rua Lívio Petterle, Atuba",220000.0,38.0,2.0,1.0,1.0,7
"Uberaba, Curitiba",699000.0,125.0,3.0,1.0,1.0,75
"Rua José Zaleski, Capão Raso",435957.0,68.0,2.0,1.0,2.0,26
"Rua Jacob Paykala, Atuba",145000.0,52.0,2.0,1.0,1.0,7
"Rua Alberto Otto, Santa Cândida",155000.0,47.0,2.0,1.0,1.0,60
"Rua Max Schubert, Alto Boqueirão",599000.0,122.0,3.0,2.0,3.0,3
"Rua Guilherme Pugsley, Água Verde",1590778.0,139.0,3.0,2.0,3.0,1
"Rua Delegado Naby Paraná, Capão Raso",640000.0,150.0,3.0,2.0,2.0,26
"Rua Luísa Dariva, Mossunguê",8500000.0,338.0,3.0,4.0,5.0,50
"Rua Rio Grande do Sul, Guaíra",530000.0,55.0,2.0,1.0,2.0,40
"Rua Jorge de Poli, Xaxim",850000.0,150.0,3.0,2.0,2.0,79
"Rua João Bonat, Novo Mundo",501154.0,74.0,3.0,1.0,2.0,51
"Boqueirão, Curitiba",680000.0,166.0,3.0,1.0,3.0,17
"Uberaba, Curitiba",800000.0,133.0,3.0,3.0,3.0,75
"Rua Dom Pedro I, Água Verde",1291215.0,116.0,3.0,2.0,3.0,1
"Portão, Curitiba",439000.0,58.0,2.0,1.0,2.0,56
"Rua Jerônimo Durski, Champagnat",4502450.0,260.0,3.0,4.0,5.0,32
"Rua dos Bem-te-vis, Bacacheri",1551183.0,204.0,3.0,2.0,1.0,9
"Bigorrilho, Curitiba",3526000.0,217.0,3.0,3.0,4.0,14
"Rua Luísa Dariva, Campina do Siqueira",8163996.0,433.0,4.0,5.0,1.0,22
"Rua Professora Doracy Cezzarino, Portão",1500000.0,155.0,4.0,2.0,4.0,56
"Ecoville, Curitiba",600000.0,79.0,3.0,1.0,1.0,35
"Vila Izabel, Curitiba",2930390.0,205.0,3.0,4.0,1.0,77
"Rua Coronel Joaquim Sarmento, Bom Retiro",529852.0,49.0,2.0,1.0,1.0,16
"Rua João Bettega, Portão",1390000.0,380.0,4.0,3.0,4.0,56
"Ahú, Curitiba",1505000.0,132.0,3.0,2.0,3.0,2
"Rua Mateus Leme, Ahú",859500.0,105.0,3.0,2.0,4.0,2
"Rua Gonçalves Dias, Batel",595000.0,87.0,2.0,1.0,2.0,13
"Rua Francisco Lipka, Mossunguê",4216514.0,289.0,4.0,4.0,5.0,50
"Rua Bom Jesus, Juvevê",752431.0,79.0,2.0,1.0,2.0,46
"Rua Simão Brante, Uberaba",620000.0,115.0,3.0,1.0,1.0,75
"Rua Canadá, Boa Vista",470000.0,60.0,3.0,1.0,2.0,15
"Rua Doutor Augusto Lobo de Moura, Fazendinha",575000.0,125.0,3.0,2.0,3.0,37
"Rua Alferes Ângelo Sampaio, Batel",1268000.0,105.0,3.0,2.0,2.0,13
"Campo Comprido, Curitiba",480000.0,82.0,3.0,1.0,2.0,23
"Rua Bom Jesus de Iguape, Boqueirão",650000.0,96.0,3.0,1.0,1.0,17
"Rua Paulo Setúbal, Hauer",600000.0,112.0,3.0,2.0,3.0,41
"Vila Izabel, Curitiba",2350000.0,227.0,3.0,3.0,3.0,77
"Rua Mariano Torres, Centro",990200.0,72.0,2.0,1.0,2.0,28
"Rua Jornalista Alceu Chichorro, Bairro Alto",560000.0,135.0,4.0,2.0,4.0,10
"Avenida Paraná, Cabral",788139.0,92.0,2.0,1.0,2.0,19
"Rua Ângelo Nabosne, Ecoville",1307589.0,130.0,3.0,2.0,4.0,35
"Rua Bôrtolo Pelanda, Umbara",135000.0,40.0,2.0,1.0,1.0,76
"Rua Catarina Goossen, Xaxim",425000.0,75.0,3.0,2.0,1.0,79
"Avenida Comendador Franco, Uberaba",245000.0,44.0,2.0,1.0,1.0,75
"Rua Marialva, Pinheirinho",590000.0,80.0,3.0,2.0,3.0,55
"Rua Guilherme Pugsley, Água Verde",1946084.0,155.0,3.0,3.0,3.0,1
"Rua Califórnia, Sitio Cercado",620000.0,141.0,3.0,2.0,2.0,70
"Portão, Curitiba",818946.0,85.0,2.0,1.0,1.0,56
"Rua Rosa Kaint Nadolny, Campo Comprido",1685000.0,163.0,3.0,3.0,5.0,23
"Rua Marquês do Paraná, Água Verde",1580000.0,155.0,3.0,2.0,4.0,1
"Rua Domingos Gabardo, Novo Mundo",485000.0,80.0,3.0,1.0,2.0,51
"Rua Coronel Joaquim Sarmento, Bom Retiro",529852.0,49.0,2.0,1.0,1.0,16
"Rua João Bettega, Portão",1390000.0,380.0,4.0,3.0,4.0,56
"Ahú, Curitiba",1505000.0,132.0,3.0,2.0,3.0,2
"Rua Eurides Cunha, Vila Izabel",730000.0,70.0,2.0,6.0,2.0,77
"Cajuru, Curitiba",1200000.0,300.0,3.0,2.0,4.0,21
"Rua Baltazar Carrasco dos Reis, Rebouças",436000.0,55.0,2.0,1.0,1.0,58
"Rua Monsenhor Ivo Zanlorenzi, Campo Comprido",631075.0,69.0,2.0,1.0,2.0,23
"Rua Teixeira Soares, Seminário",1414900.0,128.0,3.0,2.0,4.0,69
"Abranches, Curitiba",1850000.0,330.0,5.0,5.0,5.0,0
"Rua Doutor Gonzaga de Campos, Uberaba",595000.0,113.0,3.0,2.0,3.0,75
"Rua Ângelo Nabosne, Ecoville",1357000.0,130.0,3.0,2.0,4.0,35
"Rua Alferes Ângelo Sampaio, Batel",650000.0,85.0,3.0,1.0,2.0,13
"Boa Vista, Curitiba",900279.0,133.0,3.0,2.0,1.0,15
"Rua José Bajerski, Abranches",1350000.0,442.0,4.0,4.0,3.0,0
"Rua Canadá, Bacacheri",1088743.0,111.0,3.0,3.0,3.0,9
"Rua João Bettega, Portão",327000.0,61.0,3.0,1.0,2.0,56
"Rua João Obrzut, São Braz",1300000.0,280.0,4.0,4.0,4.0,64
"Rua Eça de Queiroz, Ahú",650000.0,79.0,1.0,1.0,2.0,2
"Rua Guilherme Pugsley, Água Verde",2068000.0,155.0,3.0,3.0,5.0,1
"Rua Capitão João Zaleski, Lindóia",850000.0,160.0,3.0,3.0,3.0,48
"Rua Felisbino Passos, Tingui",193000.0,62.0,3.0,1.0,1.0,74
"Boqueirão, Curitiba",815000.0,169.0,3.0,2.0,3.0,17
"Rua Guilherme Pugsley, Água Verde",1965860.0,155.0,3.0,1.0,5.0,1
"Rua Visconde de Macaé, Uberaba",690000.0,130.0,3.0,5.0,2.0,75
"Rua Marquês do Paraná, Água Verde",1230000.0,108.0,3.0,2.0,3.0,1
"Rua Mateus Leme, São Lourenço",1950000.0,259.0,3.0,4.0,5.0,67
"Rua Mariano Torres, Centro",1139800.0,106.0,3.0,1.0,2.0,28
"Rua das Araras, Novo Mundo",3480000.0,209.0,4.0,2.0,5.0,51
"Bigorrilho, Curitiba",6461000.0,372.0,3.0,5.0,5.0,14
"Rua Vereador Aurelino Mader Gonçalves, Xaxim",285000.0,56.0,2.0,1.0,1.0,79
"Rua Augusto de Mari, Portão",275000.0,35.0,1.0,1.0,1.0,56
"Campina do Siqueira, Curitiba",6500000.0,338.0,4.0,4.0,6.0,22
"Avenida Vereador Toaldo Túlio, Santa Felicidade",1450000.0,218.0,3.0,4.0,3.0,61
"Campo Comprido, Curitiba",4500000.0,550.0,4.0,8.0,7.0,23
"Rua Henrique Correia, Bairro Alto",460395.0,92.0,3.0,1.0,2.0,10
"Alameda Doutor Carlos de Carvalho, Centro",750000.0,102.0,2.0,1.0,1.0,28
"Rua São Pedro, Cabral",2700000.0,240.0,4.0,3.0,5.0,19
"Rua Ângelo Cúnico, Abranches",799000.0,202.0,3.0,3.0,1.0,0
"Bacacheri, Curitiba",993000.0,106.0,3.0,2.0,2.0,9
"Bigorrilho, Curitiba",1655636.0,119.0,3.0,2.0,3.0,14
"Avenida Visconde de Guarapuava, Centro",866241.0,96.0,3.0,1.0,2.0,28
"Rua José Gildo Beleski, Bacacheri",421005.0,48.0,2.0,1.0,1.0,9
"Tatuquara, Curitiba",235000.0,57.0,1.0,1.0,2.0,73
"Rua Doutor Raul Carneiro Filho, Água Verde",551660.0,64.0,2.0,1.0,2.0,1
"Rua Guilherme Pugsley, Água Verde",2396773.0,155.0,3.0,1.0,5.0,1
"Rua Monte Castelo, Jardim Social",884763.0,88.0,2.0,2.0,3.0,44
"Rua Vicente Ciccarino, Boa Vista",426900.0,57.0,2.0,1.0,2.0,15
"Bacacheri, Curitiba",980499.0,106.0,3.0,2.0,3.0,9
"Rua Deputado Atílio de Almeida Barbosa, Boa Vista",1248127.0,112.0,3.0,2.0,3.0,15
"Bacacheri, Curitiba",2214088.0,190.0,3.0,2.0,2.0,9
"Água Verde, Curitiba",1995700.0,153.0,3.0,3.0,3.0,1
"Rua Marechal Trompowski, Bacacheri",664700.0,84.0,3.0,1.0,2.0,9
"Rua Alberto Panek, Orleans",1150000.0,210.0,4.0,5.0,4.0,52
"Rua Gláucio Bandeira, Ahú",1900000.0,446.0,5.0,13.0,6.0,2
"Alto da Glória, Curitiba",1031648.0,110.0,3.0,2.0,3.0,4
"Rua Theodoro Schneider, Portão",250000.0,67.0,3.0,1.0,1.0,56
"Rua Alferes Ângelo Sampaio, Bigorrilho",1699800.0,318.0,3.0,3.0,4.0,14
"Santo Inácio, Curitiba",1439424.0,249.0,3.0,4.0,4.0,63
"Portão, Curitiba",248000.0,36.0,1.0,1.0,1.0,56
"Rua Quintino Bocaiúva, Cabral",5951400.0,553.0,4.0,4.0,7.0,19
"Rua José Zaleski, Capão Raso",505190.0,78.0,3.0,1.0,2.0,26
"Rua Desembargador Francisco de Paula Xavier Filho, Sitio Cercado",380000.0,86.0,3.0,1.0,3.0,70
"Rua Canadá, Bacacheri",854295.0,110.0,3.0,2.0,3.0,9
"Rua Antônio Honório Corrêa, Alto Boqueirão",550000.0,160.0,4.0,2.0,2.0,3
"Rua Deputado Heitor Alencar Furtado, Campo Comprido",4788442.0,320.0,3.0,3.0,3.0,23
"Rua Doutor Bley Zornig, Boqueirão",489000.0,135.0,3.0,2.0,4.0,17
"Rua Alberto Potier, Boa Vista",842846.0,85.0,3.0,2.0,2.0,15
"Tingui, Curitiba",461514.0,60.0,2.0,1.0,2.0,74
"Rua Maria Noemia dos Santos, Santa Cândida",347310.0,66.0,3.0,1.0,2.0,60
"Rua Casemiro Augusto Rodacki, Cidade Industrial",399999.0,67.0,2.0,1.0,2.0,33
"Rua Emílio Cornelsen, Cabral",580000.0,87.0,3.0,1.0,2.0,19
"Rua Vicente Ciccarino, Boa Vista",428900.0,57.0,2.0,1.0,2.0,15
"Rua Marquês do Paraná, Água Verde",911400.0,91.0,2.0,2.0,2.0,1
"Rua Lindolfo Pessoa, Seminário",1599000.0,215.0,4.0,3.0,3.0,69
"Avenida Marechal Humberto de Alencar Castelo Branco, Cristo Rei",790000.0,87.0,3.0,1.0,2.0,34
"Rua Valério Sprada, Ganchinho",379000.0,83.0,2.0,2.0,1.0,38
"Rua Brigadeiro Franco, Rebouças",660000.0,101.0,3.0,2.0,1.0,58
"Rua das Araras, São Braz",1400000.0,380.0,4.0,4.0,5.0,64
"Rua Tenente Francisco Ferreira de Souza, Hauer",336961.0,51.0,2.0,1.0,1.0,41
"Rua Ângelo Nabosne, Cidade Industrial",1154300.0,107.0,2.0,2.0,2.0,33
"Rua José Bassa, Sitio Cercado",498000.0,158.0,3.0,2.0,3.0,70
"Rua Francisco Zuneda Ferreira da Costa, Bairro Alto",498000.0,89.0,3.0,2.0,2.0,10
"Rua Monsenhor Ivo Zanlorenzi, Campina do Siqueira",926893.0,92.0,3.0,1.0,2.0,22
"Alameda Júlia da Costa, São Francisco",694410.0,70.0,2.0,2.0,2.0,65
"Rua Bernardo Rosenmann, Tingui",585000.0,154.0,4.0,4.0,1.0,74
"Rua Nicolau Salomão, Tingui",412844.0,73.0,3.0,1.0,1.0,74
"Rua Astorga, Sitio Cercado",460000.0,95.0,3.0,2.0,3.0,70
"Santa Felicidade, Curitiba",2880000.0,307.0,3.0,2.0,4.0,61
"Rua Antônio Escorsin, São Braz",5700000.0,531.0,4.0,4.0,5.0,64
"Rua Edmundo Alberto Mercer, Tingui",359900.0,52.0,2.0,1.0,2.0,74
"Rua Joana Regina Gay, Ganchinho",340000.0,94.0,3.0,3.0,2.0,38
"Rua Desembargador Otávio do Amaral, Batel",933966.0,89.0,2.0,2.0,3.0,13
"Rua Manoel Eufrásio, Juvevê",1503937.0,133.0,3.0,3.0,3.0,46
"Rua Nicolau Salomão, Bacacheri",508873.0,88.0,2.0,2.0,2.0,9
"Rua Martim Afonso, Bigorrilho",1440900.0,125.0,3.0,2.0,4.0,14
"Rua Bom Jesus, Cabral",4600000.0,400.0,3.0,4.0,5.0,19
"Bom Retiro, Curitiba",948000.0,178.0,3.0,2.0,3.0,16
"Rua Jerônimo Durski, Bigorrilho",2484000.0,165.0,3.0,3.0,5.0,14
"Água Verde, Curitiba",420200.0,56.0,2.0,1.0,1.0,1
"Rua Presidente Carlos Cavalcanti, São Francisco",436375.0,43.0,1.0,1.0,2.0,65
"Rua Alberto Folloni, Ahú",3802396.0,228.0,4.0,4.0,6.0,2
"Rua São Januário, Jardim Botânico",250000.0,55.0,2.0,1.0,1.0,43
"Rua Manoel Eufrásio, Ahú",1858627.0,159.0,3.0,3.0,3.0,2
"Rua João Batista Trentin, Bacacheri",445900.0,59.0,2.0,1.0,2.0,9
"Rua Cocos, Uberaba",1650000.0,307.0,4.0,2.0,2.0,75
"Rua Reinaldino Schaffenberg de Quadros, Cristo Rei",900000.0,130.0,2.0,2.0,2.0,34
"Rua Lindolfo Pessoa, Seminário",1750000.0,232.0,3.0,2.0,4.0,69
"Rua Bom Jesus, Juvevê",761000.0,80.0,2.0,1.0,2.0,46
"Ecoville, Curitiba",947138.0,132.0,4.0,2.0,4.0,35
"Rua Konrad Kuno Frank, Xaxim",565000.0,144.0,3.0,2.0,4.0,79
"Rua Marquês do Paraná, Água Verde",1200000.0,91.0,2.0,2.0,2.0,1
"Rua Urbano Lopes, Cristo Rei",1076405.0,113.0,3.0,2.0,3.0,34
"Rua das Araras, Campo Comprido",379046.0,67.0,3.0,1.0,2.0,23
"Rua Professor Sebastião Paraná, Vila Izabel",1094000.0,124.0,3.0,2.0,2.0,77
"Fazendinha, Curitiba",235000.0,51.0,3.0,1.0,1.0,37
"Boa Vista, Curitiba",697775.0,74.0,2.0,1.0,2.0,15
"Campo Comprido, Curitiba",529999.0,205.0,7.0,3.0,4.0,23
"Cristo Rei, Curitiba",793200.0,87.0,3.0,1.0,2.0,34
"Rua Visconde do Rio Branco, Mercês",1219900.0,85.0,2.0,2.0,2.0,49
"Rua Herculano de Souza, Jardim das Américas",1590000.0,272.0,4.0,4.0,5.0,45
"Rua Belém, Cabral",1400000.0,131.0,4.0,2.0,2.0,19
"Uberaba, Curitiba",145000.0,40.0,2.0,2.0,1.0,75
"Portão, Curitiba",619000.0,101.0,2.0,1.0,3.0,56
"Rua João Menegusso, Santa Felicidade",4500000.0,780.0,5.0,6.0,8.0,61
"Cabral, Curitiba",813067.0,83.0,2.0,1.0,2.0,19
"Rua Professor Assis Gonçalves, Água Verde",1290900.0,99.0,2.0,2.0,2.0,1
"Rua Desembargador Cid Campelo, Cidade Industrial",440000.0,252.0,5.0,2.0,4.0,33
"Rua Nicanor Rivas, São Braz",3100000.0,568.0,4.0,5.0,7.0,64
"Rua Canadá, Boa Vista",956000.0,106.0,3.0,2.0,2.0,15
"Avenida João Gualberto, Alto da Glória",1016115.0,68.0,2.0,1.0,2.0,4
"Rua Coronel Ottoni Maciel, Vila Izabel",852350.0,90.0,3.0,2.0,2.0,77
"Travessa Percy Withers, Água Verde",3200000.0,239.0,4.0,4.0,1.0,1
"Rua Martim Afonso, Champagnat",1591000.0,128.0,2.0,2.0,3.0,32
"Rua Edmundo Gillung, Alto Boqueirão",1080000.0,243.0,3.0,4.0,4.0,3
"Rua General Aristides Athayde Júnior, Bigorrilho",1420000.0,212.0,3.0,3.0,4.0,14
"Alameda Júlia da Costa, Bigorrilho",1300000.0,120.0,3.0,2.0,3.0,14
"Batel, Curitiba",928689.0,92.0,3.0,1.0,3.0,13
"Sitio Cercado, Curitiba",210000.0,60.0,2.0,1.0,1.0,70
"Campo Comprido, Curitiba",690000.0,116.0,3.0,1.0,3.0,23
"Vila Izabel, Curitiba",950000.0,97.0,3.0,2.0,2.0,77
"Rua Vereador Antônio dos Reis Cavalheiro, Cabral",2348300.0,216.0,3.0,3.0,6.0,19
"Rua Reinaldo Stocco, Pinheirinho",225000.0,48.0,2.0,1.0,1.0,55
"Rua Brasílio Bacellar Filho, Tingui",404600.0,64.0,3.0,1.0,1.0,74
"Bacacheri, Curitiba",1076662.0,111.0,3.0,2.0,3.0,9
"Rua Antônio Mendes de Siqueira, Pinheirinho",950000.0,211.0,3.0,6.0,4.0,55
"Sitio Cercado, Curitiba",500000.0,92.0,3.0,1.0,2.0,70
"Avenida Fredolin Wolf, Pilarzinho",419000.0,66.0,3.0,1.0,2.0,54
"Campo de Santana, Curitiba",240000.0,63.0,2.0,1.0,1.0,24
"Rua da Lua, Sitio Cercado",275000.0,70.0,2.0,2.0,1.0,70
"Rua João Bonat, Capão Raso",733380.0,108.0,3.0,1.0,2.0,26
"Rua Doutor Alexander Fleming, Bacacheri",326900.0,47.0,2.0,1.0,1.0,9
