local,preco,metragem,quartos,garagens,banheiros,bairro
"Rua Reinaldo Koop, Boqueirão",475000.0,116.0,3.0,2.0,2.0,17
"Rua Hugo Wolf, Santa Felicidade",780000.0,217.0,4.0,2.0,3.0,61
"Rua Ângelo Cúnico, Barreirinha",420000.0,157.0,3.0,1.0,3.0,12
"Rua Mandaguaçu, Sitio Cercado",690000.0,150.0,3.0,2.0,3.0,70
"São Francisco, Curitiba",1420000.0,234.0,3.0,3.0,4.0,65
"Rua Vicente Ciccarino, Boa Vista",404900.0,59.0,2.0,1.0,2.0,15
"Boa Vista, Curitiba",640000.0,101.0,3.0,1.0,1.0,15
"Rua João Bonat, Novo Mundo",368293.0,62.0,2.0,1.0,2.0,51
"Rua Maria Pellanda Scroccaro, Umbara",315000.0,68.0,2.0,1.0,1.0,76
"Boa Vista, Curitiba",916421.0,99.0,3.0,1.0,3.0,15
"Boa Vista, Curitiba",1082273.0,160.0,3.0,2.0,3.0,15
"Vista Alegre, Curitiba",848000.0,204.0,3.0,4.0,2.0,78
"Rua Jovino do Rosário, Boa Vista",435000.0,64.0,2.0,1.0,2.0,15
"Rua Emiliano Perneta, Centro",574900.0,131.0,3.0,1.0,3.0,28
"Água Verde, Curitiba",545900.0,74.0,3.0,1.0,2.0,1
"Sitio Cercado, Curitiba",980000.0,308.0,5.0,3.0,6.0,70
"Água Verde, Curitiba",1024520.0,146.0,3.0,2.0,4.0,1
"Rua das Araras, Cidade Industrial",710000.0,135.0,3.0,3.0,3.0,33
"Rua Januário Alves de Souza, Boqueirão",390000.0,100.0,3.0,2.0,3.0,17
"Avenida Pero Vaz de Caminha, Tatuquara",130000.0,42.0,2.0,1.0,1.0,73
"Rua Nicolau Salomão, Tingui",494965.0,88.0,2.0,1.0,2.0,74
"Boqueirão, Curitiba",599000.0,96.0,3.0,2.0,2.0,17
"Rua Cora Coralina, Santa Cândida",598000.0,148.0,4.0,2.0,3.0,60
"Rua Alfredo Pires Furiatti, Xaxim",1150000.0,308.0,4.0,6.0,4.0,79
"Rua Lima, Uberaba",650000.0,120.0,3.0,1.0,3.0,75
"Avenida da República, Portão",860297.0,85.0,2.0,1.0,2.0,56
"Rua Capitão Leônidas Marques, Uberaba",799000.0,239.0,4.0,4.0,3.0,75
"Uberaba, Curitiba",550000.0,142.0,4.0,2.0,4.0,75
"Rua Canadá, Bacacheri",933000.0,107.0,3.0,2.0,2.0,9
"Rua Gago Coutinho, Bacacheri",647000.0,82.0,3.0,1.0,2.0,9
"Xaxim, Curitiba",830000.0,151.0,3.0,2.0,3.0,79
"Rua Brazílio de Araújo, Neoville",1900000.0,302.0,4.0,7.0,5.0,80
"Pinheirinho, Curitiba",498000.0,110.0,3.0,1.0,3.0,55
"Rua Castro Alves, Batel",1350000.0,118.0,3.0,2.0,3.0,13
"Rua Antenor Kaiser, Ecoville",3000000.0,266.0,3.0,2.0,4.0,35
"Rua Randolfo Serzedelo, Fanny",750000.0,180.0,3.0,2.0,4.0,36
"Rua Margarida Dallarmi, Santa Felicidade",5899000.0,883.0,6.0,6.0,12.0,61
"Rua Paraguassu, Alto da Glória",1031000.0,111.0,3.0,2.0,3.0,4
"Avenida Silva Jardim, Água Verde",2272290.0,150.0,3.0,3.0,5.0,1
"Rua Guararapes, São Francisco",1083360.0,87.0,2.0,2.0,3.0,65
"Avenida Marechal Humberto de Alencar Castelo Branco, Cristo Rei",790758.0,87.0,3.0,1.0,1.0,34
"Rua Dona Alice Tibiriçá, Bigorrilho",1929997.0,132.0,3.0,2.0,3.0,14
"Ecoville, Curitiba",1550000.0,161.0,4.0,2.0,3.0,35
"Santo Inácio, Curitiba",1597000.0,240.0,3.0,3.0,4.0,63
"Avenida Presidente Getúlio Vargas, Rebouças",620000.0,70.0,2.0,1.0,2.0,58
"Rua Alferes Poli, Parolin",890000.0,208.0,5.0,5.0,4.0,53
"Rua Lourenço Bizinelli, Campo Comprido",348398.0,52.0,1.0,1.0,1.0,23
"Rua Marco Polo, Bairro Alto",580000.0,116.0,3.0,2.0,5.0,10
"Rua João Tschannerl, Vista Alegre",797000.0,145.0,3.0,3.0,3.0,78
"Cidade Industrial, Curitiba",550000.0,207.0,4.0,5.0,2.0,33
"Avenida Cândido Hartmann, Santa Felicidade",3180000.0,290.0,4.0,4.0,4.0,61
"Rua Quintino Bocaiúva, Cabral",5815700.0,476.0,3.0,4.0,6.0,19
"Rua Nicanor Rivas, Santa Felicidade",1850000.0,346.0,3.0,4.0,6.0,61
"Rua Saint Hilaire, Água Verde",1319500.0,121.0,3.0,2.0,3.0,1
"Rua Sete de Abril, Juvevê",1600000.0,264.0,4.0,2.0,4.0,46
"Rua José Izidoro Biazetto, Ecoville",3400000.0,260.0,4.0,4.0,5.0,35
"Avenida Presidente Getúlio Vargas, Rebouças",874900.0,91.0,3.0,2.0,2.0,58
"Rua Pedro Gusso, Capão Raso",746004.0,122.0,3.0,2.0,3.0,26
"Cristo Rei, Curitiba",1280000.0,113.0,3.0,2.0,3.0,34
"Rua Engenheiros Rebouças, Rebouças",920000.0,85.0,3.0,2.0,1.0,58
"Boa Vista, Curitiba",890000.0,184.0,3.0,4.0,3.0,15
"Água Verde, Curitiba",1650000.0,365.0,4.0,3.0,6.0,1
"Pinheirinho, Curitiba",298000.0,61.0,3.0,1.0,1.0,55
"Rua José Merhy, Boa Vista",365000.0,43.0,2.0,1.0,1.0,15
"Rua Ivo Leão, Centro Cívico",749500.0,160.0,4.0,1.0,3.0,28
"Vila Izabel, Curitiba",2350000.0,227.0,3.0,3.0,4.0,77
"Rua Ailton Cabral Dalavequia, Santa Cândida",950000.0,267.0,3.0,2.0,2.0,19
"Rua Theodoro Makiolka, Santa Cândida",1350000.0,237.0,2.0,2.0,4.0,60
"Rua Deputado Joaquim José Pedrosa, Cabral",779760.0,85.0,3.0,2.0,2.0,19
"Rua Maria Clara, Alto da Glória",947000.0,75.0,2.0,2.0,2.0,4
"Rua Pedro Collere, Vila Izabel",481800.0,54.0,2.0,1.0,1.0,77
"Ecoville, Curitiba",865044.0,105.0,3.0,2.0,2.0,35
"Rua Doutor Goulin, Juvevê",2411000.0,165.0,3.0,3.0,3.0,46
"Rua José Cadilhe, Água Verde",1850000.0,158.0,4.0,3.0,5.0,1
"Rua Ricardo Guther, Guaíra",260000.0,65.0,3.0,1.0,2.0,40
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",1190000.0,122.0,2.0,2.0,3.0,35
"Batel, Curitiba",800000.0,107.0,3.0,1.0,1.0,13
"Rua Ailton Cabral Dalavequia, Santa Cândida",950000.0,267.0,3.0,2.0,2.0,19
"Uberaba, Curitiba",745000.0,149.0,3.0,3.0,4.0,75
"Rua Deputado Atílio de Almeida Barbosa, Boa Vista",765856.0,88.0,3.0,2.0,2.0,15
"Avenida Presidente Kennedy, Rebouças",270000.0,97.0,3.0,1.0,3.0,58
"Rua Doutor Goulin, Juvevê",2411000.0,165.0,3.0,3.0,3.0,46
"Rua José Cadilhe, Água Verde",1850000.0,158.0,4.0,3.0,5.0,1
"Batel, Curitiba",848000.0,93.0,3.0,1.0,3.0,13
"Rua Leão Sallum, Boa Vista",645000.0,174.0,4.0,2.0,4.0,15
"Rua Paraguassu, Alto da Glória",1124000.0,110.0,3.0,3.0,3.0,4
"Rua Coronel Amazonas Marcondes, Cabral",858764.0,83.0,2.0,1.0,1.0,19
"Travessa Madre Júlia, Cristo Rei",594800.0,69.0,2.0,1.0,2.0,34
"Rua Coronel Ottoni Maciel, Vila Izabel",1700000.0,365.0,4.0,3.0,7.0,77
"Rua Desembargador José Pacheco Júnior, Pilarzinho",715000.0,180.0,3.0,3.0,3.0,54
"Rua Vicente Ciccarino, Bacacheri",1501605.0,150.0,3.0,2.0,3.0,9
"Rua Ângelo Tozim, Campo de Santana",125000000.0,44.0,2.0,1.0,1.0,24
"Rua Raposo Tavares, Pilarzinho",3200000.0,427.0,4.0,4.0,7.0,54
"Estrada da Mina do Ouro, Santo Inácio",720000.0,113.0,3.0,1.0,3.0,63
"Alameda Prudente de Moraes, Centro",1650000.0,148.0,3.0,1.0,1.0,28
"Rua Lourenço Bizinelli, Campo Comprido",465000.0,53.0,2.0,2.0,1.0,23
"Rua Brasílio Bacellar Filho, Tingui",412000.0,65.0,3.0,1.0,2.0,74
"Rua Canadá, Bacacheri",1088743.0,110.0,3.0,3.0,3.0,9
"Rua Coronel Airton Plaisant, Portão",1174142.0,127.0,2.0,2.0,3.0,56
"Rua Professor José Maurício Higgins, Boqueirão",420000.0,56.0,2.0,1.0,1.0,17
"Santa Cândida, Curitiba",209600.0,60.0,3.0,1.0,1.0,60
"Rua Theodoro Makiolka, Santa Cândida",265000.0,40.0,2.0,1.0,1.0,60
"Rua Euclides da Cunha, Bigorrilho",2897915.0,174.0,3.0,4.0,3.0,14
"Rua Engenheiros Rebouças, Rebouças",682788.0,69.0,2.0,2.0,2.0,58
"Rua Professor Luiz César, Água Verde",436900.0,54.0,2.0,1.0,2.0,1
"Rua Eugênio Flor, Abranches",795630.0,112.0,3.0,2.0,3.0,0
"Rua Governador Jorge Lacerda, Guabirotuba",710000.0,126.0,3.0,2.0,4.0,39
"Rua José Cadilhe, Água Verde",307900.0,39.0,1.0,1.0,1.0,1
"Rua Adolfo Werneck, Uberaba",720000.0,180.0,3.0,2.0,3.0,75
"Rua Sete de Abril, Juvevê",846000.0,177.0,4.0,4.0,2.0,46
"Rua David Carneiro, São Francisco",420000.0,113.0,3.0,1.0,3.0,65
"Rua Marechal Hermes, Alto da Glória",590000.0,113.0,3.0,1.0,3.0,4
"Rua Antônio Antoniacomi, Santa Cândida",399000.0,104.0,3.0,2.0,3.0,60
"Rua Doutor Goulin, Juvevê",994000.0,85.0,2.0,1.0,3.0,46
"Avenida Silva Jardim, Seminário",3750000.0,330.0,1.0,4.0,4.0,69
"Rua Deputado Benedito Lúcio Machado, Xaxim",529900.0,109.0,3.0,2.0,3.0,79
"Rebouças, Curitiba",391170.0,46.0,2.0,1.0,3.0,58
"Rua Agostinho Brusamolin, Cidade Industrial",185000.0,36.0,2.0,1.0,1.0,33
"Rua Deputado Atílio de Almeida Barbosa, Boa Vista",1086224.0,200.0,2.0,2.0,3.0,15
"Rua Cecília Mikosz, Abranches",580000.0,74.0,3.0,2.0,3.0,0
"Rua Sônia Wasilewski, Cajuru",545000.0,122.0,5.0,3.0,2.0,21
"Rua André Ferreira Camargo, Xaxim",200000.0,61.0,3.0,1.0,2.0,79
"Rua José Lass, Cascatinha",2190000.0,330.0,5.0,3.0,6.0,27
"Rua Maranhão, Água Verde",2250000.0,700.0,4.0,6.0,4.0,1
"Rua Frá Angélico, Guabirotuba",1200000.0,248.0,3.0,5.0,1.0,39
"Rua Rio Xingu, Bairro Alto",430000.0,109.0,3.0,4.0,3.0,10
"Rua Ferdinando Patitucci, Tatuquara",180000.0,37.0,2.0,1.0,1.0,73
"Rua Cruzeiro do Sul, Sitio Cercado",1180000.0,343.0,5.0,7.0,1.0,70
"Sitio Cercado, Curitiba",649900.0,123.0,3.0,2.0,3.0,70
"Praça Padre João Bagozzi, Água Verde",1590778.0,138.0,3.0,2.0,3.0,1
"Rua Brasílio Bacellar Filho, Tingui",305000.0,50.0,2.0,1.0,1.0,74
"Rua Carmelina Cavassin, Abranches",1849310.0,330.0,4.0,4.0,6.0,0
"Rua Marina Teixeira da Cunha, Umbara",680000.0,260.0,3.0,4.0,3.0,76
"Rua Deputado Heitor Alencar Furtado, Ecoville",1340000.0,126.0,3.0,2.0,3.0,35
"Rua Deputado Atílio de Almeida Barbosa, Boa Vista",1086224.0,200.0,2.0,2.0,3.0,15
"Rua Nova Aurora, Sitio Cercado",145000.0,43.0,2.0,1.0,1.0,70
"Rua Doutor Arielly Soares da Silva, Boqueirão",599000.0,143.0,3.0,2.0,2.0,17
"Rua Engenheiros Rebouças, Rebouças",920000.0,119.0,3.0,3.0,2.0,58
"Rua Gonçalves Dias, Batel",3295215.0,302.0,4.0,4.0,2.0,13
"Rua Doutor Alexandre Gutierrez, Água Verde",2164200.0,153.0,3.0,3.0,5.0,1
"Xaxim, Curitiba",670000.0,139.0,4.0,4.0,3.0,79
"Rua Coronel Ottoni Maciel, Vila Izabel",455000.0,69.0,3.0,1.0,2.0,77
"Rua João Antônio Xavier, Água Verde",770000.0,165.0,4.0,3.0,3.0,1
"Travessa Rafael Francisco Greca, Água Verde",466169.0,48.0,1.0,1.0,1.0,1
"Rua Vinte e Quatro de Maio, Rebouças",929000.0,314.0,5.0,6.0,4.0,58
"Rua Inácio Wichnewski, Santa Felicidade",2299000.0,593.0,4.0,6.0,6.0,61
"Rua Coronel João Guilherme Guimarães, Bom Retiro",930000.0,250.0,3.0,3.0,4.0,16
"Rua José Zaleski, Capão Raso",498559.0,77.0,3.0,1.0,2.0,26
"Pinheirinho, Curitiba",298000.0,61.0,3.0,1.0,1.0,55
"Rua João Schreiber, Pilarzinho",580000.0,119.0,3.0,1.0,2.0,54
"Rua Ailton Cabral Dalavequia, Santa Cândida",950000.0,267.0,3.0,2.0,2.0,19
"Rua Theodoro Makiolka, Santa Cândida",1350000.0,237.0,2.0,2.0,4.0,60
"Rua Deputado Joaquim José Pedrosa, Cabral",779760.0,85.0,3.0,2.0,2.0,19
"Xaxim, Curitiba",396300.0,67.0,3.0,1.0,1.0,79
"Uberaba, Curitiba",745000.0,149.0,3.0,3.0,4.0,75
"Uberaba, Curitiba",800000.0,162.0,3.0,3.0,2.0,75
"Rua Pedro Collere, Vila Izabel",481800.0,54.0,2.0,1.0,1.0,77
"Rua José Ader, Xaxim",549900.0,133.0,3.0,3.0,3.0,79
"Rua Ezequiel Gonçalves de Lara, Sitio Cercado",300000.0,65.0,2.0,1.0,1.0,70
"Guaíra, Curitiba",674900.0,115.0,3.0,1.0,3.0,40
"Rua José Noga, Alto Boqueirão",485000.0,73.0,3.0,2.0,2.0,3
"Rua Ângelo Cúnico, Abranches",995000.0,271.0,5.0,4.0,4.0,0
"Uberaba, Curitiba",700000.0,126.0,3.0,2.0,3.0,75
"Rua Elias Moyses Schelela, Uberaba",649000.0,126.0,3.0,2.0,3.0,75
"Rua Manoel Eufrásio, Juvevê",2190000.0,238.0,3.0,4.0,5.0,46
"Rua João Maria Leandro, Uberaba",580000.0,170.0,3.0,3.0,3.0,75
"Santa Felicidade, Curitiba",700000.0,180.0,3.0,2.0,1.0,61
"Rua Ailton Cabral Dalavequia, Santa Cândida",950000.0,267.0,3.0,2.0,2.0,19
"Uberaba, Curitiba",745000.0,149.0,3.0,3.0,4.0,75
"Rua Deputado Atílio de Almeida Barbosa, Boa Vista",765856.0,88.0,3.0,2.0,2.0,15
"Rua Capitão João Zaleski, Lindóia",700000.0,130.0,3.0,1.0,2.0,48
"Batel, Curitiba",848000.0,93.0,3.0,1.0,3.0,13
"Rua Leão Sallum, Boa Vista",645000.0,174.0,4.0,2.0,4.0,15
"Rua Paraguassu, Alto da Glória",1124000.0,110.0,3.0,3.0,3.0,4
"Rua Coronel Amazonas Marcondes, Cabral",858764.0,83.0,2.0,1.0,1.0,19
"Rua Cruzeiro do Sul, Sitio Cercado",1180000.0,343.0,5.0,7.0,1.0,70
"Travessa Madre Júlia, Cristo Rei",594800.0,69.0,2.0,1.0,2.0,34
"Rua Desembargador José Pacheco Júnior, Pilarzinho",715000.0,180.0,3.0,3.0,3.0,54
"Rua Vicente Ciccarino, Bacacheri",1501605.0,150.0,3.0,2.0,3.0,9
"Sitio Cercado, Curitiba",649900.0,123.0,3.0,2.0,3.0,70
"Rua Ângelo Tozim, Campo de Santana",125000000.0,44.0,2.0,1.0,1.0,24
"Praça Padre João Bagozzi, Água Verde",1590778.0,138.0,3.0,2.0,3.0,1
"Rua Brasílio Bacellar Filho, Tingui",305000.0,50.0,2.0,1.0,1.0,74
"Portão, Curitiba",619000.0,101.0,2.0,1.0,3.0,56
"Avenida Visconde de Guarapuava, Batel",750000.0,150.0,3.0,1.0,3.0,13
"Rua Major França Gomes, Santa Quitéria",690000.0,97.0,3.0,2.0,2.0,62
"Rua Nova Aurora, Sitio Cercado",145000.0,43.0,2.0,1.0,1.0,70
"Rua Humberto Morona, Cristo Rei",1020000.0,108.0,3.0,2.0,1.0,34
"Rua Engenheiros Rebouças, Rebouças",920000.0,119.0,3.0,3.0,2.0,58
"Rua Jovino do Rosário, Boa Vista",465000.0,64.0,2.0,1.0,2.0,15
"Rua Gonçalves Dias, Batel",3295215.0,302.0,4.0,4.0,2.0,13
"Capão Raso, Curitiba",300000.0,61.0,3.0,1.0,2.0,26
"Rua Doutor Alexandre Gutierrez, Água Verde",2164200.0,153.0,3.0,3.0,5.0,1
"Rua Coronel Amazonas Marcondes, Cabral",962369.0,95.0,3.0,1.0,2.0,19
"Rua Coronel Ottoni Maciel, Vila Izabel",455000.0,69.0,3.0,1.0,2.0,77
"Rua João Antônio Xavier, Água Verde",770000.0,165.0,4.0,3.0,3.0,1
"Bom Retiro, Curitiba",1100000.0,186.0,3.0,2.0,5.0,16
"Rua Alberto Potier, Boa Vista",815292.0,85.0,3.0,1.0,2.0,15
"Rua Riachuelo, Centro",420000.0,57.0,2.0,1.0,1.0,28
"Rua Doutor Goulin, Juvevê",2983040.0,219.0,3.0,2.0,4.0,46
"Rua David Carneiro, São Francisco",420000.0,113.0,3.0,1.0,3.0,65
"Rua Marechal Hermes, Alto da Glória",590000.0,113.0,3.0,1.0,3.0,4
"Rua Antônio Teixeira de Andrade, Pinheirinho",1950000.0,645.0,7.0,10.0,7.0,55
"Rua Capitão Tenente Maris de Barros, Portão",205000.0,58.0,3.0,1.0,1.0,56
"Rua José Pereira dos Anjos, Cidade Industrial",160000.0,43.0,3.0,1.0,1.0,33
"Rua Professor Pedro Viriato Parigot de Souza, Cidade Industrial",1191722.0,131.0,4.0,2.0,2.0,33
"Alameda Júlia da Costa, Bigorrilho",1132477.0,94.0,3.0,2.0,2.0,14
"Rua Coronel Antônio Ricardo dos Santos, Hauer",785000.0,192.0,3.0,1.0,3.0,41
"Cristo Rei, Curitiba",683300.0,81.0,3.0,1.0,1.0,34
"Rua Professor Pedro Viriato Parigot de Souza, Campina do Siqueira",619000.0,79.0,2.0,2.0,2.0,22
"Alameda Presidente Taunay, Batel",4220993.0,226.0,2.0,4.0,2.0,13
"Rua Carlos Klemtz, Fazendinha",250000.0,73.0,3.0,1.0,2.0,37
"Água Verde, Curitiba",551659.0,63.0,2.0,1.0,2.0,1
"Rua Deputado Joaquim José Pedrosa, Cabral",780000.0,85.0,2.0,1.0,2.0,19
"Rua Leon Nicolas, Capão Raso",332000.0,65.0,3.0,1.0,2.0,26
"Rua Guilherme Pugsley, Água Verde",1563000.0,139.0,3.0,3.0,4.0,1
"Rua Frei Tarcísio Mastena, Santa Felicidade",1999000.0,313.0,4.0,6.0,6.0,61
"Rua Ângelo Zeni, Bom Retiro",950000.0,201.0,4.0,2.0,4.0,16
"Avenida Marechal Humberto de Alencar Castelo Branco, Cristo Rei",790758.0,88.0,3.0,1.0,2.0,34
"Rua Jovino do Rosário, Boa Vista",523000.0,60.0,3.0,1.0,2.0,15
"Rua Alberto Potier, Boa Vista",574894.0,50.0,1.0,1.0,2.0,15
"Rua Quintino Bocaiúva, Cabral",1540510.0,192.0,3.0,2.0,3.0,19
"Avenida Sete de Setembro, Batel",959000.0,155.0,4.0,2.0,4.0,13
"Rua José Ribeiro de Cristo, Pilarzinho",1299000.0,237.0,3.0,4.0,3.0,54
"Rua Amazonas, Água Verde",553900.0,75.0,3.0,1.0,2.0,1
"Rua Etelvina Constantina Scroccaro, Umbara",349800.0,80.0,3.0,2.0,2.0,76
"Rua Professor João Soares Barcelos, Hauer",5900000.0,856.0,4.0,1.0,1.0,41
"Avenida Santa Bernadethe, Lindóia",185000.0,78.0,2.0,1.0,1.0,48
"Alameda Princesa Izabel, Mercês",613000.0,68.0,2.0,2.0,2.0,49
"Rua Luiz Renato Mocellin, Xaxim",1350000.0,207.0,4.0,3.0,4.0,79
"Cabral, Curitiba",1150000.0,133.0,3.0,2.0,5.0,19
"Rua Paulo Setúbal, Alto Boqueirão",284299.0,48.0,2.0,2.0,1.0,3
"Rua Coronel Amazonas Marcondes, Cabral",1174408.0,112.0,3.0,1.0,2.0,19
"Boa Vista, Curitiba",659900.0,89.0,2.0,1.0,2.0,15
"Rua Padre Agostinho, Mercês",1195000.0,91.0,2.0,2.0,3.0,49
"Rua João Sovinski, Cajuru",795000.0,275.0,4.0,2.0,3.0,21
"Rua João Bettega, Cidade Industrial",360410.0,61.0,3.0,1.0,2.0,33
"Rua Desembargador Arthur Leme, Bacacheri",499000.0,72.0,1.0,1.0,2.0,9
"Rua Monsenhor Manoel Vicente, Água Verde",320000.0,70.0,3.0,1.0,2.0,1
"Rua Arthur Martins Franco, Cidade Industrial",750000.0,125.0,3.0,2.0,2.0,33
"Rua Vieira Fazenda, Portão",580000.0,130.0,3.0,2.0,3.0,56
"Campo Comprido, Curitiba",459000.0,127.0,3.0,2.0,3.0,23
"Rua Almirante Gonçalves, Água Verde",1660000.0,291.0,3.0,2.0,5.0,1
"Rua André Kaviski, Bigorrilho",275000.0,36.0,1.0,1.0,1.0,14
"Rua Agostinho Brusamolin, Cidade Industrial",254000.0,60.0,2.0,1.0,1.0,33
"Rua Álvaro Andrade, Portão",550000.0,50.0,2.0,1.0,1.0,56
"Água Verde, Curitiba",5800000.0,622.0,3.0,5.0,7.0,1
"Rua Coronel Antônio Ricardo dos Santos, Hauer",739000.0,173.0,3.0,2.0,3.0,41
"Rua Professor Ulisses Vieira, Vila Izabel",715020.0,84.0,2.0,1.0,3.0,77
"Rua Jerônimo Durski, Batel",2244610.0,305.0,3.0,3.0,4.0,13
"Rua Tenente-Coronel Vilagran Cabrita, Alto Boqueirão",780000.0,156.0,3.0,1.0,3.0,3
"Rua Antônio Gasparin, Novo Mundo",649000.0,110.0,3.0,2.0,2.0,51
"Uberaba, Curitiba",580000.0,270.0,3.0,4.0,2.0,75
"Rua Germano Mehl, Uberaba",350000.0,66.0,3.0,1.0,2.0,75
"Rua Salomão Guelmann, Novo Mundo",389400.0,66.0,2.0,1.0,2.0,51
"Rua Quintino Bocaiúva, Cabral",1588000.0,176.0,3.0,2.0,3.0,19
"Rua Teófilo Treicik, Orleans",890000.0,212.0,4.0,2.0,4.0,52
"Rua Barão dos Campos Gerais, Juvevê",495909.0,99.0,3.0,1.0,3.0,46
"Guaíra, Curitiba",787500.0,206.0,3.0,3.0,3.0,40
"Sitio Cercado, Curitiba",701000.0,160.0,4.0,4.0,3.0,70
"Abranches, Curitiba",750000.0,100.0,3.0,2.0,2.0,0
"Rua João Havro, Boa Vista",650000.0,107.0,3.0,2.0,3.0,15
"Rua Nicolau Salomão, Tingui",420202.0,73.0,3.0,1.0,2.0,74
"Rua Mandirituba, Sitio Cercado",348900.0,10.0,3.0,2.0,2.0,70
"Avenida Frederico Lambertucci, Fazendinha",550000.0,70.0,2.0,1.0,1.0,37
"Rua Nicanor do Rosário, Pinheirinho",280000.0,57.0,2.0,1.0,2.0,55
"Xaxim, Curitiba",615731.0,107.0,3.0,1.0,3.0,79
"Estrada Delegado Bruno de Almeida, Campo de Santana",139000.0,44.0,2.0,1.0,1.0,24
"Novo Mundo, Curitiba",1400000.0,500.0,4.0,3.0,3.0,51
"Rua Brasílio Bacellar Filho, Tingui",292600.0,50.0,2.0,1.0,1.0,74
"Avenida Pero Vaz de Caminha, Tatuquara",120000.0,43.0,2.0,1.0,1.0,73
"Rua Doutor Lauro Wolff Valente, Portão",930000.0,117.0,4.0,7.0,3.0,56
"Rua Gago Coutinho, Bacacheri",567000.0,84.0,3.0,1.0,2.0,9
"Rua Pedro Collere, Vila Izabel",514121.0,58.0,1.0,1.0,1.0,77
"Rua Tenente Max Wolf Filho, Água Verde",2590000.0,309.0,5.0,3.0,5.0,1
"Rua Alferes Ângelo Sampaio, Batel",2259200.0,151.0,3.0,3.0,5.0,13
"Avenida Sete de Setembro, Batel",959000.0,155.0,4.0,2.0,4.0,13
"Rua Luiz Augusto Marckmann Grocoske, Campo Comprido",6800000.0,722.0,4.0,9.0,6.0,23
"Rua João Viana Seiler, Parolin",337500.0,63.0,2.0,1.0,2.0,53
"Rua João Bonat, Novo Mundo",235000.0,58.0,2.0,1.0,1.0,51
"Rua Padre Antônio, Alto da Glória",2350879.0,166.0,3.0,3.0,3.0,4
"Água Verde, Curitiba",2164200.0,152.0,3.0,3.0,3.0,1
"Jardim das Américas, Curitiba",880000.0,140.0,3.0,2.0,4.0,45
"Rua Clóvis Beviláqua Sobrinho, Uberaba",610000.0,122.0,3.0,1.0,3.0,75
"Xaxim, Curitiba",549000.0,107.0,3.0,1.0,3.0,79
"Avenida Silva Jardim, Seminário",1380000.0,198.0,4.0,2.0,3.0,69
"Rua Anna Garcia de Moura, Pilarzinho",699000.0,166.0,3.0,3.0,3.0,54
"Rua João Casagrande, Campo Comprido",1250000.0,200.0,3.0,3.0,3.0,23
"Rua João Nicco, Mossunguê",558000.0,46.0,1.0,1.0,1.0,50
"Juvevê, Curitiba",1173433.0,132.0,3.0,2.0,3.0,46
"Santa Felicidade, Curitiba",509000.0,81.0,2.0,2.0,2.0,61
"Pinheirinho, Curitiba",670000.0,220.0,4.0,4.0,3.0,55
"Rua Marquês do Paraná, Água Verde",916365.0,91.0,2.0,2.0,2.0,1
"Rua Alferes Ângelo Sampaio, Batel",1589000.0,339.0,4.0,3.0,5.0,13
"Boqueirão, Curitiba",1230000.0,198.0,3.0,4.0,3.0,17
"Sitio Cercado, Curitiba",469900.0,92.0,3.0,1.0,3.0,70
"Rua Manoel Eufrásio, Juvevê",1600000.0,144.0,3.0,3.0,4.0,46
"Rua Jerusalém, Alto Boqueirão",340000.0,113.0,3.0,2.0,2.0,3
"Rua Alberto Heyn, Uberaba",550000.0,105.0,3.0,2.0,2.0,75
"Rua Vinte e Quatro de Maio, Parolin",680000.0,134.0,3.0,2.0,3.0,53
"Rua José de Alencar, Alto da Rua XV",1580000.0,185.0,3.0,4.0,5.0,6
"Rua Expedicionário Estanislau Wojcik, Alto Boqueirão",460000.0,112.0,3.0,2.0,3.0,3
"Rua Alberto Kosop, Pinheirinho",366000.0,53.0,2.0,2.0,2.0,55
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",776000.0,78.0,2.0,1.0,2.0,35
"Rua Pedro Gusso, Capão Raso",645128.0,109.0,3.0,2.0,3.0,26
"Rua Leon Nicolas, Capão Raso",355280.0,70.0,3.0,1.0,2.0,26
"Rua Brasílio Itiberê, Rebouças",900000.0,130.0,3.0,1.0,3.0,58
"Rua Campo Belo, Campo Comprido",720000.0,169.0,3.0,2.0,3.0,23
"Estrada Guilherme Weigert, Santa Cândida",767311.0,109.0,3.0,2.0,4.0,60
"Avenida da República, Portão",413856.0,55.0,2.0,1.0,2.0,56
"Rua Engenheiro Alberto Monteiro de Carvalho, Capão da Imbuia",580000.0,118.0,3.0,1.0,1.0,25
"Rua José Rodrigues Pinheiro, Capão Raso",279000.0,57.0,2.0,1.0,1.0,26
"Bairro Alto, Curitiba",320000.0,100.0,3.0,1.0,2.0,10
"Alameda Júlia da Costa, Bigorrilho",1300000.0,120.0,3.0,2.0,3.0,14
"Rua Marquês do Paraná, Água Verde",923136.0,91.0,2.0,2.0,2.0,1
"Rua Francisca Luiza dos Santos, Campo de Santana",240000.0,85.0,2.0,2.0,1.0,24
"Rua Professor Sebastião Paraná, Vila Izabel",1094000.0,124.0,3.0,2.0,3.0,77
"Rua Francisco Castellano, Jardim das Américas",879000.0,129.0,3.0,2.0,4.0,45
"Rua Rosa Kaint Nadolny, Campo Comprido",900522.0,87.0,3.0,1.0,2.0,23
